PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
8281,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8281,,,C0557875,Tired,,,,,,
8281,,,C3714552,Weakness,,,,,,
8281,,,,,,,,,C1279605,Entire right lower leg
8281,,,,,,,,,C1269612,Entire upper arm
8281,,,,,,,,,C1281592,Entire neck
8282,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8282,,,C3714552,Weakness,,,,,,
8282,,,,,,,,,C0022122,Bone structure of ischium
8283,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8283,,,C0030193,Pain,,,,,,
8283,,,C1446787,Cramping sensation quality,,,,,,
8283,,,C1579931,Depressed - symptom,,,,,,
8283,,,,,C0150141,Bathing,,,,
8283,,,,,C0024875,Massage,,,,
8284,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8284,,,C0030193,Pain,,,,,,
8284,,,C2141922,Pain in left hip,,,,,,
8284,,,,,,,,,C1279606,Entire left lower leg
8284,,,,,,,,,C0022122,Bone structure of ischium
8285,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8286,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8287,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8288,C0032371,Poliomyelitis,,,,,,,,
8288,,,,,,,,,C1268255,Entire right upper arm
8288,,,,,,,,,C1288949,Entire left hand
8290,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8291,C0032371,Poliomyelitis,,,,,,,,
8291,,,C0036396,Sciatica,,,,,,
8291,,,C3714552,Weakness,,,,,,
8291,,,,,C0524865,Reconstructive Surgical Procedures,,,,
8291,,,,,,,,,C1279606,Entire left lower leg
8291,,,,,,,,,C1281589,Entire toe
8291,,,,,,,,,C1995013,Set of muscles
8291,,,,,,,,,C0016504,Foot
8292,C0032371,Poliomyelitis,,,,,,,,
8292,,,C0030193,Pain,,,,,,
8292,,,,,C0087111,Therapeutic procedure,,,,
8292,,,,,,,,,C0230443,Structure of left lower leg
8292,,,,,,,,,C1279605,Entire right lower leg
8293,C1704436,Peripheral Arterial Diseases,,,,,,,,
8293,,,C0023218,Leg cramps,,,,,,
8293,,,,,C3275067,Cardiac Lead Procedure,,,,
8294,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8294,,,C0234238,Ache,,,,,,
8294,,,C0008031,Chest Pain,,,,,,
8294,,,C0015672,Fatigue,,,,,,
8294,,,,,,,,,C0230347,Left upper arm structure
8294,,,,,,,,,C1269612,Entire upper arm
8294,,,,,,,,,C0230393,Middle finger structure
8294,,,,,,,,,C1995013,Set of muscles
8294,,,,,,,,,C1268087,Upper body structure
8294,,,,,,,,,C0021724,Structure of intercostal muscle
8296,C0018939,Hematological Disease,,,,,,,,
8298,C1318533,Secondary polycythemia,,,,,,,,
8298,,,,,C0087111,Therapeutic procedure,,,,
8299,C0012634,Disease,,,,,,,,
8299,,,,,C1522704,Exercise Pain Management,,,,
8305,C0018099,Gout,,,,,,,,
8306,C1318533,Secondary polycythemia,,,,,,,,
8313,C1318533,Secondary polycythemia,,,,,,,,
8314,C1318533,Secondary polycythemia,,,,,,,,
8317,C0032533,Polymyalgia Rheumatica,,,,,,,,
8318,C0018939,Hematological Disease,,,,,,,,
8319,C0011195,Dejerine-Sottas Disease (disorder),,,,,,,,
8320,C0002170,Alopecia,,,,,,,,
8320,,,,,,,,,C1281591,Entire face
8321,C0032533,Polymyalgia Rheumatica,,,,,,,,
8321,,,,,,,,,C0019552,Hip structure
8323,C0032533,Polymyalgia Rheumatica,,,,,,,,
8323,,,,,C0001563,Administration| Oral,,,,
8323,,,,,C0149783,Steroid therapy,,,,
8323,,,,,C0087111,Therapeutic procedure,,,,
8323,,,,,C3275067,Cardiac Lead Procedure,,,,
8323,,,,,,,,,C0262950,Skeletal bone
8324,C0032533,Polymyalgia Rheumatica,,,,,,,,
8324,,,C1517205,Flare,,,,,,
8324,,,C0030193,Pain,,,,,,
8324,,,C0233488,Feeling despair,,,,,,
8324,,,,,C0441610,Reduction - action,,,,
8324,,,,,,,,,C0001625,Adrenal Glands
8325,C0032533,Polymyalgia Rheumatica,,,,,,,,
8325,,,C0016512,Foot pain,,,,,,
8325,,,C0037763,Spasm,,,,,,
8325,,,C0030193,Pain,,,,,,
8325,,,,,,,,,C0040357,Toes
8325,,,,,,,,,C0018534,Hallux structure
8325,,,,,,,,,C1279998,Entire right foot
8325,,,,,,,,,C1281587,Entire foot
8326,C0032533,Polymyalgia Rheumatica,,,,,,,,
8326,,,C0857027,Feeling Sick,,,,,,
8326,,,C0012833,Dizziness,,,,,,
8326,,,C3714552,Weakness,,,,,,
8326,,,C0010200,Coughing,,,,,,
8326,,,,,C0079613,Adoptive Immunotherapy,,,,
8327,C0032533,Polymyalgia Rheumatica,,,,,,,,
8327,,,,,,,C0987084,leflunomide 10 MG,,
8328,C0032533,Polymyalgia Rheumatica,,,,,,,,
8328,,,C0015672,Fatigue,,,,,,
8328,,,C1517205,Flare,,,,,,
8328,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
8328,,,C0018681,Headache,,,,,,
8328,,,C0037090,Signs and Symptoms| Respiratory,,,,,,
8328,,,C0013456,Earache,,,,,,
8328,,,,,C0152060,Transection (procedure),,,,
8328,,,,,C0040808,Treatment Protocols,,,,
8328,,,,,C1369038,Distraction therapy,,,,
8328,,,,,C0152277,Incision and drainage,,,,
8328,,,,,,,,,C0458827,Airway structure
8328,,,,,,,,,C0031354,Pharyngeal structure
8328,,,,,,,,,C0028429,Nose
8329,C0032533,Polymyalgia Rheumatica,,,,,,,,
8329,,,C0234233,Sore to touch,,,,,,
8329,,,,,,,,,C0006141,Breast
8330,C0032533,Polymyalgia Rheumatica,,,,,,,,
8330,,,C1517205,Flare,,,,,,
8330,,,,,,,,,C0001625,Adrenal Glands
8330,,,,,,,,,C1285092,Gland
8330,,,,,,,,,C2986716,Quarter of the Udder
8331,C0032533,Polymyalgia Rheumatica,,,,,,,,
8331,,,C0018520,Halitosis,,,,,,
8332,C0032533,Polymyalgia Rheumatica,,,,,,,,
8332,,,C0030193,Pain,,,,,,
8333,C0032533,Polymyalgia Rheumatica,,,,,,,,
8333,,,C0027769,Nervousness,,,,,,
8333,,,,,C0152277,Incision and drainage,,,,
8333,,,,,C0038901,Ophthalmologic Surgical Procedures,,,,
8333,,,,,,,,,C0040132,Thyroid Gland
8333,,,,,,,,,C1184743,bony process
8333,,,,,,,,,C0229090,Left eye structure
8334,C0032533,Polymyalgia Rheumatica,,,,,,,,
8334,,,C0027497,Nausea,,,,,,
8334,,,C0848290,sick to stomach,,,,,,
8335,C0032533,Polymyalgia Rheumatica,,,,,,,,
8335,,,C0036396,Sciatica,,,,,,
8335,,,C0023222,Pain in lower limb,,,,,,
8335,,,C1517205,Flare,,,,,,
8335,,,C0030193,Pain,,,,,,
8335,,,C0683369,Clouded consciousness,,,,,,
8335,,,,,C0557033,Reminding,,,,
8335,,,,,C0002766,Pain management,,,,
8335,,,,,C0454291,Exercise regime,,,,
8335,,,,,C1522704,Exercise Pain Management,,,,
8335,,,,,,,,,C0230443,Structure of left lower leg
8335,,,,,,,,,C0040357,Toes
8335,,,,,,,,,C1261103,Fifth toe structure
8335,,,,,,,,,C1556138,Disc - Body Part
8335,,,,,,,,,C0423866,Lanugo
8335,,,,,,,,,C0016504,Foot
8336,C0032533,Polymyalgia Rheumatica,,,,,,,,
8337,C0032533,Polymyalgia Rheumatica,,,,,,,,
8337,,,,,C1522704,Exercise Pain Management,,,,
8338,C0032533,Polymyalgia Rheumatica,,,,,,,,
8338,,,C0019559,Hip pain,,,,,,
8338,,,C0030193,Pain,,,,,,
8339,C0277556,Recurrent disease,,,,,,,,
8339,,,,,C0441610,Reduction - action,,,,
8340,C0032533,Polymyalgia Rheumatica,,,,,,,,
8340,,,C0030193,Pain,,,,,,
8340,,,,,C1522704,Exercise Pain Management,,,,
8341,C0032533,Polymyalgia Rheumatica,,,,,,,,
8341,,,C0231528,Myalgia,,,,,,
8341,,,C0030193,Pain,,,,,,
8341,,,,,C0452240,Physical therapy exercises,,,,
8341,,,,,,,,,C0022122,Bone structure of ischium
8341,,,,,,,,,C0019552,Hip structure
8341,,,,,,,,,C1995013,Set of muscles
8342,C0004364,Autoimmune Diseases,,,,,,,,
8343,C0032533,Polymyalgia Rheumatica,,,,,,,,
8343,,,,,C1456647,Childhood Immunization,,,,
8344,C0032533,Polymyalgia Rheumatica,,,,,,,,
8344,,,C3714552,Weakness,,,,,,
8344,,,C0030193,Pain,,,,,,
8344,,,,,C0452240,Physical therapy exercises,,,,
8344,,,,,,,,,C0019552,Hip structure
8344,,,,,,,,,C1268087,Upper body structure
8344,,,,,,,,,C0037949,Vertebral column
8345,C0032533,Polymyalgia Rheumatica,,,,,,,,
8345,,,,,C0741847,Bypass,,,,
8345,,,,,,,,,C1278920,Entire stomach
8345,,,,,,,,,C0019552,Hip structure
8345,,,,,,,,,C0262950,Skeletal bone
8346,C0032533,Polymyalgia Rheumatica,,,,,,,,
8346,,,C0221423,Illness (finding),,,,,,
8346,,,C0087169,Withdrawal Symptoms,,,,,,
8346,,,C0030193,Pain,,,,,,
8347,C0032533,Polymyalgia Rheumatica,,,,,,,,
8348,C0032533,Polymyalgia Rheumatica,,,,,,,,
8348,,,,,C0149783,Steroid therapy,,,,
8349,C0032533,Polymyalgia Rheumatica,,,,,,,,
8349,,,C0231218,Malaise,,,,,,
8349,,,C1517205,Flare,,,,,,
8349,,,C0030193,Pain,,,,,,
8349,,,C0427008,Stiffness,,,,,,
8349,,,,,,,C0989247,Prednisone 20 MG,,
8350,C0032533,Polymyalgia Rheumatica,,,,,,,,
8350,,,,,C0185115,Extraction,,,,
8350,,,,,C1519433,Special Diet Therapy,,,,
8351,C0032768,Postherpetic neuralgia,,,,,,,,
8351,,,C0150055,Chronic pain,,,,,,
8351,,,,,,,,,C0036270,Scalp structure
8352,C0032768,Postherpetic neuralgia,,,,,,,,
8352,,,C0027796,Neuralgia,,,,,,
8352,,,C0150055,Chronic pain,,,,,,
8353,C0032768,Postherpetic neuralgia,,,,,,,,
8353,,,C0030193,Pain,,,,,,
8353,,,,,C0087111,Therapeutic procedure,,,,
8353,,,,,,,,,C1281590,Entire head
8353,,,,,,,,,C0040996,Trigeminal nerve structure
8353,,,,,,,,,C0015392,Eye
8353,,,,,,,,,C1281591,Entire face
8354,C0032768,Postherpetic neuralgia,,,,,,,,
8354,,,C0033774,Pruritus,,,,,,
8354,,,C0030193,Pain,,,,,,
8354,,,,,C0152054,Therapeutic tactile stimulation,,,,
8354,,,,,,,,,C1278911,Entire lip
8354,,,,,,,,,C0040408,Tongue
8355,C0032768,Postherpetic neuralgia,,,,,,,,
8355,,,C0030193,Pain,,,,,,
8355,,,,,,,,,C1281591,Entire face
8356,C0032768,Postherpetic neuralgia,,,,,,,,
8356,,,C0085624,Burning sensation,,,,,,
8357,C0032768,Postherpetic neuralgia,,,,,,,,
8357,,,,,C0027741,Nerve Block,,,,
8357,,,,,C0949766,Physical therapy,,,,
8357,,,,,C0184661,Interventional procedure,,,,
8357,,,,,C0024875,Massage,,,,
8357,,,,,C1533685,Injection procedure,,,,
8357,,,,,C1135440,Procedures involving the use of pharmaceuticals,,,,
8357,,,,,C0394664,Acupuncture procedure,,,,
8357,,,,,,,,,C1281590,Entire head
8358,C0032768,Postherpetic neuralgia,,,,,,,,
8358,,,C0221776,Oral pain,,,,,,
8359,C0032768,Postherpetic neuralgia,,,,,,,,
8359,,,C0234238,Ache,,,,,,
8359,,,C0085624,Burning sensation,,,,,,
8359,,,C0033774,Pruritus,,,,,,
8359,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
8359,,,,,C0087111,Therapeutic procedure,,,,
8359,,,,,,,,,C1281590,Entire head
8359,,,,,,,,,C0015392,Eye
8359,,,,,,,,,C1281591,Entire face
8360,C0032768,Postherpetic neuralgia,,,,,,,,
8360,,,,,C0451615,Pain relief,,,,
8360,,,,,C0279027,Laser Therapy| Low-Level,,,,
8360,,,,,C0184661,Interventional procedure,,,,
8360,,,,,C0850168,Laser treatment,,,,
8361,C0032768,Postherpetic neuralgia,,,,,,,,
8361,,,C0015230,Exanthema,,,,,,
8361,,,C0030193,Pain,,,,,,
8361,,,,,C1456647,Childhood Immunization,,,,
8361,,,,,C0021485,Injection of therapeutic agent,,,,
8361,,,,,,,,,C0507206,Left scapula
8361,,,,,,,,,C0222601,Left breast
8362,C0032768,Postherpetic neuralgia,,,,,,,,
8362,,,,,C0009244,Cognitive Therapy,,,,
8362,,,,,C0002766,Pain management,,,,
8362,,,,,C1959633,Spatial guidance for medical procedure,,,,
8363,C0032768,Postherpetic neuralgia,,,,,,,,
8363,,,C0234238,Ache,,,,,,
8363,,,C0557875,Tired,,,,,,
8363,,,C0748706,side pain,,,,,,
8363,,,C0015230,Exanthema,,,,,,
8363,,,C0085624,Burning sensation,,,,,,
8363,,,C0677500,Stinging Sensation,,,,,,
8363,,,C0030193,Pain,,,,,,
8363,,,C0848283,rundown,,,,,,
8364,C0032768,Postherpetic neuralgia,,,,,,,,
8364,,,C0036572,Seizures,,,,,,
8364,,,C0577573,Mass of body region,,,,,,
8364,,,C0085624,Burning sensation,,,,,,
8364,,,C0018681,Headache,,,,,,
8364,,,C0030193,Pain,,,,,,
8364,,,C0233488,Feeling despair,,,,,,
8364,,,C0858708,itch burning,,,,,,
8364,,,,,C2003844,Shampooing (action),,,,
8364,,,,,,,,,C1278997,Entire scalp
8364,,,,,,,,,C0549154,Nerve fasciculus
8364,,,,,,,,,C0015392,Eye
8364,,,,,,,,,C0228714,Structure of supraorbital nerve
8364,,,,,,,,,C1280541,Entire nerve
8364,,,,,,,,,C0227952,Foreskin of penis
8364,,,,,,,,,C0018494,Hair
8364,,,,,,,,,C0006104,Brain
8364,,,,,,,,,C1281583,Entire hand
8364,,,,,,,,,C1281297,Entire hair follicle
8364,,,,,,,,,C1281590,Entire head
8364,,,,,,,,,C0221961,Hair shaft structure
8364,,,,,,,,,C0925263,Left supratrochlear nerve
8364,,,,,,,,,C1186763,Stem of Organ
8365,C0019360,Herpes zoster disease,,,,,,,,
8365,,,C0234238,Ache,,,,,,
8365,,,C0677500,Stinging Sensation,,,,,,
8365,,,C0030193,Pain,,,,,,
8365,,,,,C0021485,Injection of therapeutic agent,,,,
8365,,,,,C0001701,Exercise| Aerobic,,,,
8365,,,,,C1522704,Exercise Pain Management,,,,
8365,,,,,,,,,C1281586,Entire thigh
8365,,,,,,,,,C0006104,Brain
8366,C0032768,Postherpetic neuralgia,,,,,,,,
8366,,,C0037088,Signs and Symptoms,,,,,,
8366,,,,,C2827774,Current Therapy,,,,
8366,,,,,C0087111,Therapeutic procedure,,,,
8366,,,,,,,,,C0423866,Lanugo
8367,C0032768,Postherpetic neuralgia,,,,,,,,
8367,,,C0030193,Pain,,,,,,
8368,C0019360,Herpes zoster disease,,,,,,,,
8368,,,C0033774,Pruritus,,,,,,
8368,,,,,C0152054,Therapeutic tactile stimulation,,,,
8369,C0019247,Hereditary Diseases,,,,,,,,
8369,,,C0030193,Pain,,,,,,
8369,,,,,C0872104,Assisted Reproductive Technologies,,,,
8369,,,,,,,,,C0227874,Structure of left ovary
8370,C0032768,Postherpetic neuralgia,,,,,,,,
8370,,,,,,,,,C1281592,Entire neck
8371,C0032768,Postherpetic neuralgia,,,,,,,,
8371,,,C0015230,Exanthema,,,,,,
8371,,,C0015672,Fatigue,,,,,,
8371,,,C0030193,Pain,,,,,,
8372,C0032768,Postherpetic neuralgia,,,,,,,,
8372,,,C0030193,Pain,,,,,,
8372,,,,,C0814263,Meditation Therapy,,,,
8372,,,,,,,,,C1281591,Entire face
8373,C0032768,Postherpetic neuralgia,,,,,,,,
8373,,,C0150055,Chronic pain,,,,,,
8373,,,,,C0087111,Therapeutic procedure,,,,
8374,C0032768,Postherpetic neuralgia,,,,,,,,
8374,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
8375,C0019247,Hereditary Diseases,,,,,,,,
8375,,,,,C0392535,Induced abortion (procedure),,,,
8376,C0032768,Postherpetic neuralgia,,,,,,,,
8376,,,C0036572,Seizures,,,,,,
8376,,,C0015230,Exanthema,,,,,,
8376,,,,,C0152277,Incision and drainage,,,,
8377,C0032768,Postherpetic neuralgia,,,,,,,,
8377,,,C0030193,Pain,,,,,,
8377,,,,,C0574032,Infusion procedures,,,,
8377,,,,,C0002766,Pain management,,,,
8377,,,,,C0087111,Therapeutic procedure,,,,
8377,,,,,,,,,C0423866,Lanugo
8378,C0019247,Hereditary Diseases,,,,,,,,
8378,,,,,C1963578,Release (procedure),,,,
8378,,,,,,,,,C1278985,Entire vagina
8378,,,,,,,,,C0017420,Genitalia
8379,C0019247,Hereditary Diseases,,,,,,,,
8380,C0019247,Hereditary Diseases,,,,,,,,
8381,C0019247,Hereditary Diseases,,,,,,,,
8382,C0019247,Hereditary Diseases,,,,,,,,
8382,,,,,C0269694,Normal delivery procedure,,,,
8382,,,,,C0007876,Cesarean section,,,,
8383,C0019247,Hereditary Diseases,,,,,,,,
8383,,,C0039070,Syncope,,,,,,
8383,,,C0030193,Pain,,,,,,
8384,C0019247,Hereditary Diseases,,,,,,,,
8384,,,C0557875,Tired,,,,,,
8384,,,C0027497,Nausea,,,,,,
8384,,,C1291077,Abdominal bloating,,,,,,
8384,,,C3714552,Weakness,,,,,,
8384,,,C0026821,Muscle Cramp,,,,,,
8384,,,C0232487,Abdominal discomfort,,,,,,
8384,,,,,C0851160,Morning after pill method of contraception,,,,
8384,,,,,,,,,C0030797,Pelvis
8384,,,,,,,,,C0029939,Ovary
8385,C0019247,Hereditary Diseases,,,,,,,,
8385,,,,,,,,,C0030851,penis
8385,,,,,,,,,C1281583,Entire hand
8386,C0019247,Hereditary Diseases,,,,,,,,
8386,,,,,,,,,C0042232,Vagina
8387,C0019247,Hereditary Diseases,,,,,,,,
8387,,,,,C0700589,Contraceptive methods,,,,
8388,C0019247,Hereditary Diseases,,,,,,,,
8389,C0028754,Obesity,,,,,,,,
8389,,,,,C0683525,treatment options,,,,
8389,,,,,,,,,C0024204,lymph nodes
8390,C0019247,Hereditary Diseases,,,,,,,,
8391,C0019247,Hereditary Diseases,,,,,,,,
8391,,,C0522058,Carbohydrate craving,,,,,,
8391,,,,,C0332293,Treated with,,,,
8391,,,,,C0152054,Therapeutic tactile stimulation,,,,
8391,,,,,C0032740,Positive End-Expiratory Pressure,,,,
8391,,,,,,,,,C0039337,Taste Buds
8391,,,,,,,,,C1563093,Distal intermedial ridge of tibia
8392,C0019247,Hereditary Diseases,,,,,,,,
8392,,,C0030193,Pain,,,,,,
8392,,,,,C0700589,Contraceptive methods,,,,
8393,C0019247,Hereditary Diseases,,,,,,,,
8393,,,C0312414,Menstrual spotting,,,,,,
8393,,,C1446787,Cramping sensation quality,,,,,,
8393,,,,,C0032042,Placebos,,,,
8394,C0019247,Hereditary Diseases,,,,,,,,
8395,C0019247,Hereditary Diseases,,,,,,,,
8396,C0019247,Hereditary Diseases,,,,,,,,
8397,C0019247,Hereditary Diseases,,,,,,,,
8397,,,,,,,,,C1552158,Supernumerary mandibular right central primary incisor
8398,C0853694,Rhesus Hemolytic Disease of the Newborn,,,,,,,,
8398,,,,,C0021485,Injection of therapeutic agent,,,,
8399,C0019247,Hereditary Diseases,,,,,,,,
8399,,,C0018681,Headache,,,,,,
8399,,,,,C0278910,cisplatin/cytarabine/etoposide/vinblastine,,,,
8400,C0019247,Hereditary Diseases,,,,,,,,
8400,,,,,,,,,C0030851,penis
8400,,,,,,,,,C0042232,Vagina
8401,C0019247,Hereditary Diseases,,,,,,,,
8401,,,C0221512,Stomach ache,,,,,,
8401,,,C0221423,Illness (finding),,,,,,
8401,,,C0557875,Tired,,,,,,
8401,,,C0015230,Exanthema,,,,,,
8401,,,C1291077,Abdominal bloating,,,,,,
8401,,,C0012833,Dizziness,,,,,,
8401,,,,,,,,,C1281591,Entire face
8402,C0019247,Hereditary Diseases,,,,,,,,
8402,,,C0312414,Menstrual spotting,,,,,,
8403,C0019247,Hereditary Diseases,,,,,,,,
8403,,,,,,,,,C0222032,Spur (body structure)
8405,C0019247,Hereditary Diseases,,,,,,,,
8405,,,C0234238,Ache,,,,,,
8405,,,C1446787,Cramping sensation quality,,,,,,
8405,,,,,C0152277,Incision and drainage,,,,
8406,C0019247,Hereditary Diseases,,,,,,,,
8406,,,,,,,,,C0018563,Hand
8406,,,,,,,,,C0016504,Foot
8407,C0012634,Disease,,,,,,,,
8407,,,C0015672,Fatigue,,,,,,
8409,C0423086,Staring,,,,,,,,
8415,C0796085,Nance-Horan syndrome,,,,,,,,
8416,C0039082,Syndrome,,,,,,,,
8416,,,C0221423,Illness (finding),,,,,,
8416,,,C0020429,Hyperalgesia,,,,,,
8416,,,C0037763,Spasm,,,,,,
8416,,,C0030193,Pain,,,,,,
8416,,,C0023380,Lethargy,,,,,,
8416,,,,,C0679614,cold turkey,,,,
8416,,,,,,,,,C1995013,Set of muscles
8420,C3714506,Meckel syndrome type 1,,,,,,,,
8420,,,C0040822,Tremor,,,,,,
8420,,,,,C0557982,Constant supervision,,,,
8423,C0018378,Guillain-Barre Syndrome,,,,,,,,
8423,,,C0015672,Fatigue,,,,,,
8423,,,C0030193,Pain,,,,,,
8423,,,,,C0451615,Pain relief,,,,
8424,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
8424,,,C0542476,Forgetful,,,,,,
8430,C0152128,Drug withdrawal syndrome,,,,,,,,
8430,,,C0221423,Illness (finding),,,,,,
8430,,,C0030193,Pain,,,,,,
8430,,,C0564822,Pain in left leg,,,,,,
8430,,,C0234255,Night pain,,,,,,
8430,,,,,C0185908,Operative procedure on spine,,,,
8430,,,,,,,,,C1280541,Entire nerve
8441,C3276706,Small Fiber Neuropathy,,,,,,,,
8441,,,C0030193,Pain,,,,,,
8442,C0032326,Pneumothorax,,,,,,,,
8442,,,C0036572,Seizures,,,,,,
8443,C0032326,Pneumothorax,,,,,,,,
8443,,,C0028643,Numbness,,,,,,
8443,,,C0004604,Back Pain,,,,,,
8443,,,,,,,,,C0225706,Right lung
8444,C0032326,Pneumothorax,,,,,,,,
8444,,,C0030193,Pain,,,,,,
8444,,,C1321587,Breathing abnormally deep,,,,,,
8444,,,,,C0184661,Interventional procedure,,,,
8444,,,,,C0600080,Stretching exercises,,,,
8444,,,,,C0152277,Incision and drainage,,,,
8444,,,,,,,,,C1269612,Entire upper arm
8444,,,,,,,,,C1279035,Entire chest wall
8444,,,,,,,,,C0024109,Lung
8445,C0032326,Pneumothorax,,,,,,,,
8446,C0032326,Pneumothorax,,,,,,,,
8446,,,C0008031,Chest Pain,,,,,,
8446,,,C0030193,Pain,,,,,,
8446,,,C0085619,Orthopnea,,,,,,
8446,,,,,C0087111,Therapeutic procedure,,,,
8446,,,,,,,,,C0024109,Lung
8446,,,,,,,,,C0028429,Nose
8447,C0149756,Fasciitis| Plantar,,,,,,,,
8447,,,C0278145,Stabbing pain,,,,,,
8447,,,C0030193,Pain,,,,,,
8447,,,C0455270,Sharp pain,,,,,,
8448,C0149756,Fasciitis| Plantar,,,,,,,,
8449,C0275626,Struck,,,,,,,,
8449,,,C0497406,Overweight,,,,,,
8449,,,,,C0452240,Physical therapy exercises,,,,
8449,,,,,C0021485,Injection of therapeutic agent,,,,
8449,,,,,C0152277,Incision and drainage,,,,
8449,,,,,,,,,C0018787,Heart
8449,,,,,,,,,C0178784,Organ
8449,,,,,,,,,C0006104,Brain
8449,,,,,,,,,C1281594,Entire abdomen
8449,,,,,,,,,C0024109,Lung
8450,C0032326,Pneumothorax,,,,,,,,
8450,,,,,,,,,C0035561,Bone structure of rib
8450,,,,,,,,,C0262950,Skeletal bone
8450,,,,,,,,,C1278908,Entire lung
8451,C0149756,Fasciitis| Plantar,,,,,,,,
8451,,,C0016512,Foot pain,,,,,,
8451,,,C0036572,Seizures,,,,,,
8451,,,C0037088,Signs and Symptoms,,,,,,
8451,,,C0030193,Pain,,,,,,
8451,,,C0231780,Heel pain,,,,,,
8451,,,,,C3814046,PAD Regimen,,,,
8451,,,,,C0600080,Stretching exercises,,,,
8451,,,,,C1883583,Yoga,,,,
8451,,,,,,,,,C0001074,Structure of achilles tendon
8451,,,,,,,,,C1305418,Entire calf of leg (body structure)
8451,,,,,,,,,C1281587,Entire foot
8452,C0000833,Abscess,,,,,,,,
8452,,,C0596601,gastrointestinal gas,,,,,,
8452,,,C0030193,Pain,,,,,,
8452,,,,,C0184898,Surgical incisions,,,,
8452,,,,,C0013103,Drainage procedure,,,,
8452,,,,,C0278286,Dressing of skin or wound,,,,
8452,,,,,C0411804,Packing of wound,,,,
8452,,,,,C0858344,Abscess surgery,,,,
8452,,,,,C0042381,Vascular Surgical Procedures,,,,
8452,,,,,C2216322,emergency Operation procedure,,,,
8453,C0149756,Fasciitis| Plantar,,,,,,,,
8453,,,C0016512,Foot pain,,,,,,
8456,C0032002,Pituitary Diseases,,,,,,,,
8456,,,C0027497,Nausea,,,,,,
8456,,,C0015672,Fatigue,,,,,,
8456,,,C0012833,Dizziness,,,,,,
8456,,,C0018681,Headache,,,,,,
8456,,,C0392674,Exhaustion,,,,,,
8456,,,,,C1293134,Enlargement procedure,,,,
8456,,,,,,,,,C0040132,Thyroid Gland
8456,,,,,,,,,C0018494,Hair
8458,C0032002,Pituitary Diseases,,,,,,,,
8458,,,,,,,,,C1278880,Entire pituitary gland
8458,,,,,,,,,C1285092,Gland
8459,C0032002,Pituitary Diseases,,,,,,,,
8460,C0014008,Empty Sella Syndrome,,,,,,,,
8460,,,C0557875,Tired,,,,,,
8460,,,,,,,,,C0040132,Thyroid Gland
8460,,,,,,,,,C0015392,Eye
8461,C0007787,Transient Ischemic Attack,,,,,,,,
8462,C0032002,Pituitary Diseases,,,,,,,,
8463,C0752244,Rathke Cleft Cysts,,,,,,,,
8463,,,C0027497,Nausea,,,,,,
8463,,,C0018681,Headache,,,,,,
8463,,,,,C2985562,Transsphenoidal Surgery,,,,
8463,,,,,C1522449,Therapeutic radiology procedure,,,,
8464,C0001206,Acromegaly,,,,,,,,
8465,C0175697,Van der Woude syndrome,,,,,,,,
8466,C0020255,Hydrocephalus,,,,,,,,
8466,,,C0231218,Malaise,,,,,,
8466,,,C0683369,Clouded consciousness,,,,,,
8466,,,,,,,,,C0029126,Optic Chiasms
8466,,,,,,,,,C1285092,Gland
8466,,,,,,,,,C0006104,Brain
8466,,,,,,,,,C0423866,Lanugo
8467,C0032002,Pituitary Diseases,,,,,,,,
8467,,,C0030193,Pain,,,,,,
8468,C0032002,Pituitary Diseases,,,,,,,,
8469,C0032002,Pituitary Diseases,,,,,,,,
8469,,,,,C0087111,Therapeutic procedure,,,,
8470,C0032002,Pituitary Diseases,,,,,,,,
8470,,,,,C0184661,Interventional procedure,,,,
8470,,,,,C1533685,Injection procedure,,,,
8471,C0032002,Pituitary Diseases,,,,,,,,
8471,,,,,C0439775,Elevation procedure,,,,
8472,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
8472,,,C0221423,Illness (finding),,,,,,
8472,,,C0234238,Ache,,,,,,
8472,,,C0012833,Dizziness,,,,,,
8472,,,,,,,,,C1269612,Entire upper arm
8472,,,,,,,,,C0015392,Eye
8473,C0032002,Pituitary Diseases,,,,,,,,
8473,,,C0018681,Headache,,,,,,
8473,,,C0235004,head pressure,,,,,,
8473,,,C0013404,Dyspnea,,,,,,
8474,C0032002,Pituitary Diseases,,,,,,,,
8474,,,,,,,,,C1318154,Root body part
8475,C0032002,Pituitary Diseases,,,,,,,,
